REGIONAL;GERENTE;GRUPO ECONOMICO;NOME SIGA;Inscritos ENEM 25.1;Inscritos Total CPF Único;Inscritos EX ENEM;Adiantamento da VCP - Nov;Adiantamento da VCP - Jan;TOP 25;Possui time comercial;Quantidade time comercial;% do CE nas matrículas do Polo;Aportes;Expectativa Matricula Enem;META 100% ONLINE;REAL 25.1;% META;META HIBRIDO;REAL 25.1;% META;META PRESENCIAL;REAL 25.1;% META;META HIBRIDO LAB;REAL 25.1;% META;META TOTAL;REAL 25.1;% META
CENTRO OESTE/NORTE;GLAUCIA RIBEIRO;GE4-VALDENI RIBEIRO;[UNOPAR] - EXTREMA/RO - I(1059571);0;55;55;SIM; NÃO;NÃO;NÃO;0;0%;0;0;52;28;54%;0;0;0%;0;0;0%;0;1;0%;52;29;56%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - EXU/PE - I(15131012);0;1;1;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - FEIRA DE SANTANA/BA - II(15085316);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - FEIRA NOVA/PE - I(15151106);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[UNOPAR] - FELIZ NATAL/MT - I(14108329);1;32;31;SIM; NÃO;NÃO;NÃO;0;0%;0;0;39;8;21%;0;0;0%;0;0;0%;1;0;0%;40;8;20%
CENTRO OESTE/NORTE;BERLITO FERREIRA;GE3-CELIANE ROBERTA DA SILVA CAIRES;[UNOPAR] - FLORESTA DO ARAGUAIA/PA - I(15078826);94;118;24;SIM; NÃO;NÃO;NÃO;0;57%;0;155;23;21;93%;0;0;0%;0;0;0%;0;4;0%;23;25;111%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - FLORESTA/PE - I(15233328);0;2;2;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUL;EM BRANCO;SEM INF;[UNOPAR] - FLORESTOPOLIS/PR - I(15235515);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;MARCOS SANTOS;GE2-MARIA ELIRIA BATISTA;[UNOPAR] - FORMOSA DO RIO PRETO/BA - I(8044);98;299;201;SIM; NÃO;NÃO;SIM;3;0%;0;6;143;45;32%;39;23;58%;0;0;0%;221;138;62%;403;206;51%
CENTRO OESTE/NORTE;BERLITO FERREIRA;GE3-ANTONIO DEMORI NETO;[UNOPAR] - FORMOSO DO ARAGUAIA/TO - I(13841621);0;76;76;SIM; NÃO;NÃO;SIM;3;0%;0;0;56;48;85%;0;0;0%;0;0;0%;0;0;0%;56;48;85%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - FORTALEZA/CE - I(17111249);0;3;3;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;TATIANE ALMEIDA;GI-RENATA KELLY DE OLIVEIRA DA PAZ;[UNOPAR] - FORTALEZA/CE - I(5741);132;450;318;SIM; NÃO;NÃO;NÃO;0;0%;0;1;211;112;53%;16;9;57%;0;0;0%;13;3;23%;240;124;52%
SUL;EM BRANCO;SEM INF;[UNOPAR] - FOZ DO IGUACU/PR - III(15052519);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUL;EM BRANCO;SEM INF;[UNOPAR] - FOZ DO IGUACU/PR - III(15085317);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SP INTERIOR;EM BRANCO;SEM INF;[UNOPAR] - FRANCA/SP - I(12614785);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUDESTE;EM BRANCO;SEM INF;[UNOPAR] - FRUTAL/MG - I(13572575);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[UNOPAR] - GENERAL CARNEIRO/MT - I(13934388);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SP INTERIOR;VICTOR CARVAS;GI-FATIMA APARECIDA LOPES VALEZE;[UNOPAR] - GENERAL SALGADO/SP - I(1059572);0;99;99;SIM; NÃO;NÃO;SIM;2;0%;0;0;95;55;58%;0;0;0%;0;0;0%;0;0;0%;95;55;58%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - GENTIO DO OURO/BA - I(15048307);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;MARCOS SANTOS;GE6-JOSEFA BRITO NOBRE;[UNOPAR] - GIRAU DO PONCIANO/AL - I(11088955);0;93;93;SIM; NÃO;SIM;NÃO;0;82%;0;0;97;29;30%;45;24;53%;0;0;0%;0;1;0%;142;54;38%
CENTRO OESTE/NORTE;BERLITO FERREIRA;GE6-FELIPE ALVES MACHADO;[UNOPAR] - GOIANESIA DO PARA/PA - I(11088956);175;209;34;SIM; NÃO;SIM;SIM;1;0%;0;35;89;19;21%;2;1;50%;0;0;0%;51;17;33%;142;37;26%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[UNOPAR] - GOIANIA/GO - XV(15092456);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[UNOPAR] - GOIANIA/GO - XVI(15092458);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[UNOPAR] - GOIANIA/GO - XVII(15092460);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[UNOPAR] - GOIANIRA/GO - I(15262175);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[UNOPAR] - GOIAS/GO - I(15085319);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUL;EM BRANCO;SEM INF;[UNOPAR] - GOIOERE/PR - I(14638714);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUDESTE;EM BRANCO;SEM INF;[UNOPAR] - GOVERNADOR VALADARES/MG - III(15317719);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - GRANJA/CE - I(11088957);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUDESTE;EM BRANCO;SEM INF;[UNOPAR] - GRAO MOGOL/MG - I(15072975);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;GLAUCIA RIBEIRO;GE4-VALDENI RIBEIRO;[UNOPAR] - GUAJARA-MIRIM/RO - I(11088958);210;406;196;SIM; NÃO;NÃO;SIM;1;10%;0;2;178;79;44%;34;9;26%;0;0;0%;149;101;68%;362;189;52%
SUDESTE;SILVIA CUNHA;GE20-ANTONIO CARLOS DANTAS;[UNOPAR] - GUAPIMIRIM/RJ - I(11088960);571;956;385;SIM; NÃO;SIM;SIM;3;0%;1;0;178;50;28%;0;0;0%;0;0;0%;4;6;134%;182;56;31%
NORDESTE;RODRIGO BONFIM;GI-PRISCILA BRITO MELO;[UNOPAR] - GUARACIABA DO NORTE/CE - I(11088961);0;83;83;SIM; NÃO;NÃO;SIM;4;0%;0;0;69;33;48%;0;1;0%;0;0;0%;17;21;123%;86;55;64%
CENTRO OESTE/NORTE;BERLITO FERREIRA;GE2-GILBERTO FRANCISCO DALL AGNOL;[UNOPAR] - GUARAI/TO - I(1074638);266;609;343;SIM; NÃO;NÃO;SIM;3;4%;0;4;112;68;61%;69;54;78%;0;0;0%;150;146;98%;331;268;81%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[UNOPAR] - GUARANI DE GOIAS/GO - I(15002876);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUDESTE;SILVIA CUNHA;GI-MARIA EDUARDA NIQUINI DE SA;[UNOPAR] - GUARAPARI/ES - I(1059479);102;337;235;SIM; NÃO;NÃO;SIM;2;0%;0;32;112;34;30%;2;15;665%;0;0;0%;13;10;74%;128;65;51%
GRANDE SP;EM BRANCO;SEM INF;[UNOPAR] - GUARULHOS/SP - II(15040890);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
GRANDE SP;EM BRANCO;SEM INF;[UNOPAR] - GUARULHOS/SP - VII(15134577);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - GURINHEM/PB - I(15381057);0;1;1;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[UNOPAR] - GURUPA/PA - I(11869948);0;1;1;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[UNOPAR] - GURUPI/TO - II(3136);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - HELIOPOLIS/BA - I(15087065);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[UNOPAR] - HIDROLANDIA/GO - I(15046943);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[UNOPAR] - HUMAITA/AM - I(16087810);0;3;3;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[UNOPAR] - IACIARA/GO - I(15185083);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - IACU/BA - II(15111079);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - IBICARAI/BA - I(12333386);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - IBICARAI/BA - II(15193507);0;3;3;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;RODRIGO BONFIM;GE3-SIMONE CARLA OLIVEIRA E SILVA FREITAS;[UNOPAR] - IBICOARA/BA - I(14029347);0;82;82;SIM; NÃO;NÃO;SIM;1;6%;0;0;64;48;76%;0;0;0%;0;0;0%;1;0;0%;65;48;74%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - IBICUI/BA - I(14919103);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;MARCOS SANTOS;GE10-NAILDE DE SOUZA REGO OLIVEIRA;[UNOPAR] - IBIPITANGA/BA - I(13797925);0;66;66;SIM; NÃO;NÃO;SIM;1;0%;0;0;59;42;71%;0;0;0%;0;0;0%;0;0;0%;59;42;71%
SUL;TBD;GI-JACKSON RUDOLFO GABE;[UNOPAR] - IBIRUBA/RS - I(3144);1;137;136;SIM; NÃO;NÃO;NÃO;0;0%;0;0;161;77;48%;0;0;0%;0;0;0%;26;3;12%;186;85;46%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - IBITITA/BA - I(15051221);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - ICAPUI/CE - I(15268953);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - ICO/CE - I(13938355);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[UNOPAR] - IGARAPE-ACU/PA - I(14556602);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;RODRIGO BONFIM;GI-JURANDIR BEZERRA LINS FILHO;[UNOPAR] - IGARASSU/PE - I(12881561);20;458;438;SIM; NÃO;NÃO;SIM;1;0%;0;0;52;51;97%;0;0;0%;0;0;0%;0;2;0%;52;53;101%
SUDESTE;EM BRANCO;SEM INF;[UNOPAR] - IGARATINGA/MG - I(15134219);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;RODRIGO BONFIM;GE2-FRANCISCO MORORO;[UNOPAR] - IGUAI/BA - I(11788785);0;57;57;SIM; NÃO;NÃO;SIM;2;0%;0;0;74;32;43%;0;0;0%;0;0;0%;0;0;0%;74;32;43%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - IGUATU/CE - I(13831610);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUL;EM BRANCO;SEM INF;[UNOPAR] - IMARUI/SC - I(15317721);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;RODRIGO BONFIM;GI-EMILTON DE ASSIS REIS PEREIRA;[UNOPAR] - IMPERATRIZ/MA - I(11814457);128;437;309;SIM; NÃO;NÃO;SIM;1;59%;0;21;81;32;40%;118;30;26%;0;0;0%;73;32;44%;272;95;35%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - IMPERATRIZ/MA - II(14702375);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - INDEPENDENCIA/CE - I(15278312);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[UNOPAR] - INDIARA/GO - I(15247712);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - INDIAROBA/SE - I(15297639);0;7;7;SIM; NÃO;NÃO;NÃO;0;0%;0;0;0;1;0%;0;0;0%;0;0;0%;0;0;0%;0;1;0%
SUDESTE;EM BRANCO;SEM INF;[UNOPAR] - INHAPIM/MG - I(14005956);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[UNOPAR] - INHUMAS/GO - I(15262177);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;GLAUCIA RIBEIRO;GE2-VALDEIR RIBEIRO;[UNOPAR] - INOCENCIA/MS - I(14658780);1;37;36;SIM; NÃO;NÃO;NÃO;0;0%;0;0;42;16;38%;0;0;0%;0;0;0%;2;1;49%;44;17;39%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - IPIAU/BA - I(1074391);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;MARCOS SANTOS;GI-JOSE OLIVEIRA DE ASSIS;[UNOPAR] - IPIRA/BA - I(3979);0;55;55;SIM; NÃO;NÃO;SIM;1;0%;0;0;30;31;105%;0;0;0%;0;0;0%;2;0;0%;32;31;98%
SUL;EM BRANCO;SEM INF;[UNOPAR] - IPORA/PR - I(13840467);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - IPUPIARA/BA - I(14723445);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;MARCOS SANTOS;GE4-MARCOS BATISTA DE CARVALHO;[UNOPAR] - IRECE/BA - I(3152);152;1010;858;SIM; NÃO;SIM;SIM;5;0%;1;30;405;189;47%;180;132;74%;0;0;0%;618;356;58%;1202;677;56%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - ITABAIANA/PB - I(14005958);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - ITABAIANA/PB - I(15074694);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;CARLOS SOARES;GE3-ELSON ANTONIO DIAS CAMPOS;[UNOPAR] - ITABERAI/GO - I(11803024);184;311;127;SIM; NÃO;NÃO;SIM;4;0%;0;0;71;57;80%;2;1;50%;0;0;0%;8;5;62%;81;63;78%
SUDESTE;CONSUELO NOBREGA;GI-AROLDO VIEIRA DE ABREU;[UNOPAR] - ITABIRITO/MG - I(13071);0;210;210;SIM; NÃO;NÃO;SIM;3;0%;0;0;117;62;53%;31;5;16%;0;0;0%;54;35;64%;203;102;50%
SUDESTE;SILVIA CUNHA;GE20-ANTONIO CARLOS DANTAS;[UNOPAR] - ITABORAI/RJ - I(11088887);1058;1715;657;SIM; NÃO;SIM;SIM;2;2%;1;9;216;89;41%;3;1;30%;0;0;0%;150;64;43%;370;154;42%
SUDESTE;EM BRANCO;SEM INF;[UNOPAR] - ITABORAI/RJ - II(14663587);0;3;3;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;1;0%;0;0;0%;0;0;0%;0;0;0%;0;1;0%
NORDESTE;MARCOS SANTOS;GE8-JEFTER FERNANDES;[UNOPAR] - ITABUNA/BA - II(15087059);52;178;126;SIM; NÃO;NÃO;NÃO;0;0%;0;5;82;24;29%;0;0;0%;0;0;0%;6;1;16%;89;33;37%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - ITACARE/BA - I(15014983);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUDESTE;SILVIA CUNHA;GE6-CARLOS ARY;[UNOPAR] - ITAGUAI/RJ - I(11581849);70;196;126;SIM; NÃO;NÃO;SIM;2;29%;0;0;91;41;45%;6;4;71%;0;0;0%;17;7;42%;114;53;47%
SUDESTE;MARCOS MALACARNE;GE5-REGINALDO MARCELINO DE OLIVEIRA;[UNOPAR] - ITAGUARA/MG - I(14908185);119;263;144;SIM; NÃO;NÃO;SIM;5;0%;0;1;32;17;53%;0;0;0%;0;0;0%;4;0;0%;36;17;47%
SUDESTE;EM BRANCO;SEM INF;[UNOPAR] - ITAIPUACU/RJ - I(15213505);0;61;61;SIM; NÃO;SIM;SIM;4;0%;0;0;0;10;0%;0;0;0%;0;0;0%;0;1;0%;0;12;0%
SUL;EM BRANCO;SEM INF;[UNOPAR] - ITAIPULANDIA/PR - I(15052346);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
REVENUE SHARE;FERNANDO GONTIJO;GE3-JOSE MARCIO DE MELO COSTA;[UNOPAR] - ITAJUBA/MG - I(8042);0;822;822;SIM; NÃO;SIM;SIM;2;0%;1;0;265;113;43%;160;109;68%;60;43;72%;141;85;60%;625;350;56%
NORDESTE;MARCOS SANTOS;GE2-MAILANE BRAGA SANTOS;[UNOPAR] - ITAJUIPE/BA - I(12652982);58;95;37;SIM; NÃO;NÃO;NÃO;0;0%;0;4;58;14;24%;0;0;0%;0;0;0%;0;0;0%;58;14;24%
SUDESTE;EM BRANCO;SEM INF;[UNOPAR] - ITALVA/RJ - I(15044920);0;2;2;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;RODRIGO BONFIM;GI-LAZARO SANTOS JEANMONOD;[UNOPAR] - ITAMARAJU/BA - I(3155);147;359;212;SIM; NÃO;NÃO;SIM;2;0%;0;2;249;64;26%;122;27;22%;0;0;0%;1;0;0%;372;91;24%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - ITAMBE/BA - I(13850724);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - ITAMBE/PE - I(13819151);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUDESTE;EM BRANCO;SEM INF;[UNOPAR] - ITAOBIM/MG - I(13904386);0;2;2;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;CARLOS SOARES;GE5-RONALDO PIRES;[UNOPAR] - ITAPACI/GO - I(14164619);0;53;53;SIM; NÃO;NÃO;NÃO;0;0%;0;0;48;25;52%;0;0;0%;0;0;0%;5;5;100%;53;30;56%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - ITAPE/BA - I(15247708);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUL;EM BRANCO;SEM INF;[UNOPAR] - ITAPEMA/SC - I(1059481);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUDESTE;EM BRANCO;SEM INF;[UNOPAR] - ITAPEMIRIM/ES - I(15069744);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUL;EM BRANCO;SEM INF;[UNOPAR] - ITAPERUCU/PR - I(15185091);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUDESTE;EM BRANCO;SEM INF;[UNOPAR] - ITAPERUNA/RJ - II(1051563);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - ITAPISSUMA/PE - I(14989850);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;EM BRANCO;SEM INF;[UNOPAR] - ITAPORA/MS - I(15090213);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - ITAPORANGA/PB - I(12333952);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
CENTRO OESTE/NORTE;CARLOS SOARES;GE3-ELSON ANTONIO DIAS CAMPOS;[UNOPAR] - ITAPURANGA/GO - I(3980);182;491;309;SIM; NÃO;NÃO;SIM;6;0%;1;1;126;62;49%;3;0;0%;0;0;0%;209;147;70%;338;209;62%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - ITIUBA/BA - I(15074695);0;2;2;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - ITORORO/BA - I(13834878);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - ITUACU/BA - I(15069752);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - ITUBERA/BA - I(15038340);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
NORDESTE;EM BRANCO;SEM INF;[UNOPAR] - ITUBERA/BA - I(15085321);0;0;0;NÃO; NÃO;NÂO;NÃO;0;0%;0;0;0;0;0%;0;0;0%;0;0;0%;0;0;0%;0;0;0%
SUDESTE;MARCOS MALACARNE;GE14-IDAMO ANTONIO IACOMINI JUNIOR;[UNOPAR] - ITUIUTABA/MG - I(3735);188;451;263;SIM; NÃO;NÃO;SIM;3;0%;0;0;226;103;46%;54;27;50%;0;0;0%;65;37;57%;344;167;49%
REVENUE SHARE;JOAO BOIANI;GE3-ALFREDO SILVA ARAUJO;[UNOPAR] - ITUMBIARA/GO - I(3160);32;756;724;SIM; NÃO;SIM;SIM;2;47%;1;43;275;122;44%;187;77;41%;40;12;30%;318;181;57%;820;392;48%
